prompt
an airplane and an apple and a backpack
an airplane and an apple and a banana
an airplane and an apple and a bear
an airplane and an apple and a bed
an airplane and an apple and a bench
an airplane and an apple and a bicycle
an airplane and an apple and a bird
an airplane and an apple and a blender
an airplane and an apple and a boat
an airplane and an apple and a book
an airplane and an apple and a bottle
an airplane and an apple and a bowl
an airplane and an apple and a broccoli
an airplane and an apple and a bus
an airplane and an apple and a cake
an airplane and an apple and a car
an airplane and an apple and a carrot
an airplane and an apple and a cat
an airplane and an apple and a chair
an airplane and an apple and a clock
an airplane and an apple and a couch
an airplane and an apple and a cow
an airplane and an apple and a cup
an airplane and an apple and a desk
an airplane and an apple and a dog
an airplane and an apple and a donut
an airplane and an apple and a door
an airplane and an apple and an elephant
an airplane and an apple and a fork
an airplane and an apple and a frisbee
an airplane and an apple and a giraffe
an airplane and an apple and a handbag
an airplane and an apple and a hat
an airplane and an apple and a horse
an airplane and an apple and a keyboard
an airplane and an apple and a kite
an airplane and an apple and a knife
an airplane and an apple and a laptop
an airplane and an apple and a microwave
an airplane and an apple and a mirror
an airplane and an apple and a motorcycle
an airplane and an apple and a mouse
an airplane and an apple and an orange
an airplane and an apple and an oven
an airplane and an apple and a person
an airplane and an apple and a pizza
an airplane and an apple and a plate
an airplane and an apple and a refrigerator
an airplane and an apple and a remote
an airplane and an apple and a sandwich
an airplane and an apple and a sheep
an airplane and an apple and a shoe
an airplane and an apple and a sink
an airplane and an apple and a skateboard
an airplane and an apple and a snowboard
an airplane and an apple and a spoon
an airplane and an apple and a suitcase
an airplane and an apple and a surfboard
an airplane and an apple and a tie
an airplane and an apple and a toaster
an airplane and an apple and a toilet
an airplane and an apple and a toothbrush
an airplane and an apple and a train
an airplane and an apple and a truck
an airplane and an apple and a tv
an airplane and an apple and an umbrella
an airplane and an apple and a vase
an airplane and an apple and a window
an airplane and an apple and a zebra
an airplane and a backpack and a banana
an airplane and a backpack and a bear
an airplane and a backpack and a bed
an airplane and a backpack and a bench
an airplane and a backpack and a bicycle
an airplane and a backpack and a bird
an airplane and a backpack and a blender
an airplane and a backpack and a boat
an airplane and a backpack and a book
an airplane and a backpack and a bottle
an airplane and a backpack and a bowl
an airplane and a backpack and a broccoli
an airplane and a backpack and a bus
an airplane and a backpack and a cake
an airplane and a backpack and a car
an airplane and a backpack and a carrot
an airplane and a backpack and a cat
an airplane and a backpack and a chair
an airplane and a backpack and a clock
an airplane and a backpack and a couch
an airplane and a backpack and a cow
an airplane and a backpack and a cup
an airplane and a backpack and a desk
an airplane and a backpack and a dog
an airplane and a backpack and a donut
an airplane and a backpack and a door
an airplane and a backpack and an elephant
an airplane and a backpack and a fork
an airplane and a backpack and a frisbee
an airplane and a backpack and a giraffe
